a_id,a_name,a_country,a_street,a_city,a_prov,a_pcode,a_tel,a_web
19442,Hyperion U. Bucharest,Romania,"calea Calasilor, nr. 169, Sectorul 3",Bucuresti,,030615,+40(21) 327-44-64,http://www.hyperion.ro
19443,Free International U. Moldova,Moldova,"Strada Vlaicu Parcalab, 52",Chisinau,,2012,+373(22) 22-00-29  +373(22) 22-00-28,http://www.ulim.md
19444,Lucian Blaga U. Sibiu,Romania,"b-dul Victoriei, nr.10",Sibiu,,550024,+40(269) 21-60-62,http://www.ulbsibiu.ro
19445,Constanta Maritime U.,Romania,"str. Mircea cel Batran, nr. 104",Constanta,,900663,+40(241) 66-47-40,http://www.cmu-edu.eu
19446,Mihai Eminescu U. Timisoara,Romania,"b-dul Revolutiei, nr. 19",Timisoara,,300579,+40(256) 466-360,http://www.umet.ro
19447,Mihail Kogalniceanu U. Iasi,Romania,"str. Balusescu, nr. 2",Iasi,,700309,+40(232) 21-24-16,http://www.umk.ro
19448,Bucharest National U. Arts,Romania,"str. General Budisteanu, nr. 19, Sectorul 1",Bucuresti,,010773,+40(21) 312-5197,http://unarte.org
19449,National U. Music Bucharest,Romania,"str. Stirbei Voda, nr, 33, Sectorul 1",Bucuresti,,010102,+40(21) 314-26-10,http://www.unmb.ro
19450,National U. Physical Education Sports Bucharest,Romania,"str. Constantin Noica, nr. 140, Sectorul 6",Bucuresti,,060057,+40(21) 316-41-07,http://www.unefs.ro
19451,Nicolae Titulescu U. Bucharest,Romania,"calea Vacaresti, nr. 185, Sectorul 4",Bucuresti,,040051,+40(21) 330-90-32,http://www.univnt.ro
19452,Ovidius U. Constanta,Romania,"b-dul Mamaia, nr.124",Constanta,,900527,+40(241) 606-467,http://www.univ-ovidius.ro
19453,Ion Creanga Pedagogical State U.,Moldova,Strada Ion Creanga 1,Chisinau,,2069,+373(22) 35-84-15,http://www.upsc.md
19454,Petre Andrei U. Iasi,Romania,"str. Grigore Ghica Voda, nr. 13",Iasi,,700469,+40(232) 21-88-02,http://www.upa.ro
19455,Petroleum Gas U. Ploiesti,Romania,"b-dul Bucuresti, nr. 39",Ploiesti,,100680,+40(244) 57-31-71,http://www.upg-ploiesti.ro
19456,Petru Maior U. Targu Mures,Romania,"str. Nicolae Iorga, nr.1",Targu-Mures,,540088,+40(265) 26-22-75,http://www.upm.ro
19457,Polytechnic U. Bucharest,Romania,"str. Splaiul Independentei, nr. 313, Sectorul 6",Bucuresti,,060042,+40(21) 402-94-65,http://www.upb.ro
19458,Polytechnic U. Timisoara,Romania,"piata Victoriei, nr. 2",Timisoara,,300006,+40(256) 40-30-00,http://www.upt.ro
19460,Gheorghe Cristea Romanian U. Sciences Arts,Romania,"b-dul Energeticienilor, nr. 9 E, Bloc M1, Sectorul 3",Bucuresti,,032091,+40(21) 346-16-41,http://www.ugc.ro
19461,Romanian American U. Bucharest,Romania,"b-dul Expozitiei, nr. 1B, Sectorul 1",Bucuresti,,012101,+40(21) 202-95-18,http://www.rau.ro
19462,Romanian German U. Sibiu,Romania,"str. Riului, nr. 23",Sibiu,,550137,+40(269) 233-568,http://www.roger-univ.ro
19463,High Anthropological School U.,Moldova,"Strada Zimbrului, 10 a",Chisinau,,2024,+373(22) 43-83-42,http://www.ant.md/
19464,Slavonic U.,Moldova,"Strada Florilor, 28/1",Chisinau,,2068,+373(22) 43-03-81,http://www.surm.md
19465,Spiru Haret U. Bucharest,Romania,"str. Ion Ghica, nr. 13, Sectorul 3",Bucuresti,,030045,+40(21) 314-99-31 +40(21) 312-23-01,http://www.spiruharet.ro
19466,Technical U. Moldova,Moldova,"Bulervardul Stefan cel Mare, 168",Chisinau,,2004,+373(22) 23-78-61,http://www.utm.md
19467,Technical U. Civil Engineering Bucharest,Romania,"b-dul Lacul Tei, nr. 122-124, Sectorul 2",Bucuresti,,020396,+40(21) 242-12-08,http://www.utcb.ro
19468,Technical U. Cluj Napoca,Romania,"str. Memorandumului, nr. 28",Cluj-Napoca,,400114,+40(264) 40-12-00,http://www.utcluj.ro
19469,Gh. Asachi Technical U. Iasi,Romania,"b-dul Dimitrie Mangeron, nr. 67",Iasi,,700050,+40(232) 27-86-83  +40(232) 27-86-80,http://www.tuiasi.ro
19470,Tibiscus U. Timisoara,Romania,"str. Bucegi, nr. 7",Timisoara,,300566,+40(256) 22-06-90,http://www.tibiscus.ro
19471,Titu Maiorescu U. Bucharest,Romania,"calea Vacaresti, nr.187, Sectorul 4",Bucuresti,,004051,+40(21) 316-16-46,http://www.utm.ro
19472,Transylvania U. Brasov,Romania,"b-dul Eroilor, nr. 29",Brasov,,500036,+40(268) 41-30-00,http://www.unitbv.ro
19474,Valahia U. Targoviste,Romania,"b-dul Carol I, nr. 2",Targoviste,,130024,+40(245) 20-61-01,http://www.valahia.ro
19475,Vasile Alecsandri U. Bacau,Romania,"calea Marasesti, nr. 157",Bacau,,600115,+40(234) 54-24-11,http://www.ub.ro
19476,Stefan cel Mare U. Suceava,Romania,str. Universitatii 13,Suceava,,720229,+40(230) 21-61-47,http://www.usv.ro
19477,20 August 1955 U. Skikda,Algeria,BP 2626 Route El Hadaiek,Skikda,,21000,+213(38) 70-10-24,http://www.univ-skikda.dz
19478,8 May 1945 U. Guelma,Algeria,BP 401Avenue du 19 mai 1956,Guelma,,24000,+213(37) 10-05-53,http://www.univ-guelma.dz
19479,Abbes Laghrour U. Khenchela,Algeria,BP 1252Route de Batna,Khenchela,,4004,+213(32) 73-12-36,http://www.univ-khenchela.dz
19480,Abdelhamid Ibn Badis U. Mostaganem,Algeria,BP 227,Mostaganem,,27000,+213(45) 42-11-14,http://www.univ-mosta.dz
19481,Abdelmalek Essaadi U.,Morocco,"B.P. 2117Quartier M'haneche II, avenue Palestine",Tetouan,,93030,+212(539) 97-93-16,http://www.uae.ma
19483,Abderahmane Mira U. Bejaia,Algeria,Rue Terga Ouzemour,Bejaia,,06000,+213(34) 21-43-33,http://www.univ-bejaia.dz
19484,Abdou Moumouni U. Niamey,Niger,BP 10896,Niamey,,10896,+227(20) 73-27-13,http://uam.refer.ne
19485,U. Tlemcen,Algeria,BP 11922 rue Abi Ayed AbdelkrimFaubourg Pasteur,Tlemcen,,13000,+213(43) 41-11-89,http://www.univ-tlemcen.dz
19488,Adam Barka U. Abeche,Chad,BP 1173 Route de N'Djamena,Abeche,Ouaddai,,+235(6) 200-005,http://univ-abeche.com
19489,Cosendai Adventist U.,Cameroon,BP 04,Nanga-Eboko,Centre,,+237 77 39 89 88,http://www.uacosendai-edu.net/
19490,Adventist U. Central Africa,Rwanda,BP 2461,Kigali,,,+250 587-147,http://www.auca.ac.rw/
19491,Adventist U. Haiti,Haiti,"63, Route de la Mairie de Carrefour, Diquini",Port-au-Prince,,,+509 234-9210,http://www.unah.edu.ht
19492,Adventist U. Lukanga,Congo (Democratic Republic),BP 180 Butembo Territoire de Lubero(a 40 km de Butembo),Lukanga,Nord-Kivu,,+243 998 606 216;+243 998 384 565,http://www.uniluk.org
19493,African U. Technology Management,Benin,04 BP 1361Qtier Gbegamey Cadjehoun,Cotonou,Atlantique,,+229 21-30-86-87,http://www.uatm-gasaformation.com
19494,Ahmed Draya U. Adrar,Algeria,Rue 11 decembre,Adrar,,01000,+213(49) 36-18-56,http://www.univ-adrar.dz
19495,Akli Mohand Oulhad U. Bouira,Algeria,Rue Drissi Yahia,Bouira,,10000,+213(26) 93-42-37,http://www.univ-bouira.dz
19496,Al Akhawayn U.,Morocco,BP 104Avenue Hassan II,Ifrane,,53000,+212(535) 86-20-00,http://www.aui.ma
19497,Alioune Diop U. Bambey,Senegal,B.P. 30,Bambey,,,+221(33)  973-30-84,http://www.bambey.univ.sn
19498,Amadou Hampate Ba U.,Senegal,Contigue au Lycee Blaise DiagneSise a Rocade Fann Bel-Aire x Canal IVen face Cite Fass-CasierB.P. 12015,Dakar,,,+221(33) 825-41-71,http://www.uahb.sn/
19499,Amar Telidji U. Laghouat,Algeria,BP 37 GRoute de Ghardaia,Laghouat,,03000,+213(29) 93-17-91,http://www.lagh-univ.dz
19500,Antonine U.,Lebanon,,Hadath - Baabda,,40016,+961(5) 924-073  +961(5) 924-074,http://www.upa.edu.lb
19501,Arab U. Sciences,Tunisia,"34, rue Cyrus le Grand",Tunis,,1002,+216(71) 335-073,http://www.uas.ens.tn
19502,Badji Mokhtar U. Annaba,Algeria,BP 12 Sidi Ammar,Annaba,,23000,+213(38) 87-24-10,http://www.univ-annaba.dz
19503,Blaise Pascal U.,France,"BP 18534, avenue Carnot",Clermont-Ferrand,Cedex 01,63006,+33(4) 73-40-63-63,http://www.univ-bpclermont.fr
19504,Bordeaux I U.,France,"351, cours de la Liberation CS 10004",Talence,Cedex,33405,+33(5) 56-84-60-00,http://www.u-bordeaux1.fr/
19506,Brighton International U. School Medicine,Senegal,Rue SO - 12Santiaba Ouest,Ziguinchor,,,,http://www.biu-md-edu.us/
19508,Cadi Ayyad U.,Morocco,BP 511Avenue Prince Abdellah,Marrakech,,,+212(524) 43-48-14,https://www.uca.ma
19509,Canadian U. Arts Sciences Management,Cote d'Ivoire,06 BP 2875,Abidjan,,06,+225(22) 47-63-16,http://www.pucao.org
19510,Caribbean U.,Haiti,"Delmas 29, No. 7",Port-au-Prince,,,+506 3946-8232,http://www.universitecaraibe.com/
19511,Cardinal Malula U.,Congo (Democratic Republic),B.P. 144642973 avenue Kingabwa - Limete,Kinshasa,,I,,
19512,Catholic U. Central Africa,Cameroon,BP 11628,Yaounde,Centre,,+237 22 23 74 00,http://www.apdhac.org/ucac.html
19513,Catholic U. Bukavu,Congo (Democratic Republic),BP 285,Bukavu,Sud-Kivu,,+243 997086603;+243 853720655,http://www.ucbukavu.cd
19514,Kabgayi Catholic U.,Rwanda,PO Box 62Muhanga District,Gitarama,Southern Province,RW 00250,+250 563-155  +250 562-270,http://www.uck.ac.rw
19515,Catholic U. Western Africa,Benin,Unite Universitaire de Cotonou04 BP 928,Cotonou,,,+(229) 21-30-51-18,http://www.ucaobenin.com
19516,Catholic U. West Africa/U. Abidjan Unit,Cote d'Ivoire,08 BP 22,Abidjan,Cocody,08,+225(22) 40-06-50  +225(22) 40-06-52,
19517,Catholic U. West Angers,France,"3, place Andre Leroy",Angers,,49008,+33(2) 41-81-66-00,http://www.uco.fr
19518,Catholic U. Lille,France,"CS 401960, boulevard Vauban",Lille,Cedex,59016,+33(3) 20-13-40-00,http://www.univ-catholille.fr/
19519,Catholic U. Louvain,Belgium - French Community,"Place de l'Universite, 1",Louvain-la-Neuve,,1348,+32(10) 47-21-11,http://www.uclouvain.be
19520,Catholic U. Lyon,France,"25, rue du Plat",Lyon,Cedex 2,69288,+33(4) 72-32-50-12,http://www.univ-catholyon.fr
19521,Catholic U. Western Africa/ Academic Unit Togo,Togo,01 B.P. 1502383 Bd de la Paix,Lome,,,+228 338-10-14  +228 223-07-02  +228 223-07-12,http://www.ucao-uut.tg/
19522,Catholic U. Madagascar St Francois d'Assise School Nursing,Madagascar,BP 7002,Antananarivo,,101,,
19523,Catholic U. Madagascar,Madagascar,BP 6059Ambatoroka,Antananarivo,,101,+261(20) 22-340-09,http://www.ucm.mg/
19524,Catholic U. Madagascar Social Service School,Madagascar,BP 7570133 Avenue LenineAntanimena,Antananarivo,,101,,
19525,Catholic U. Mons,Belgium - French Community,151 Chaussee de Binche,Mons,,7000,+32(65) 32-32-11,http://www.fucam.ac.be
19527,Catholic U. Congo,Congo (Democratic Republic),"BP 15342, Avenue de l'UniversiteLimete",Kinshasa,,,+243(99) 930 62 26,http://www.ucc.ac.cd/index.php
19528,Catholic U. Graben,Congo (Democratic Republic),BP 29,Butembo,Nord-Kivu,,+243(81) 3052-753,
19529,Catholic U. West Africa/ Catholic higher Institute Management,Senegal,Rue Cherif Bachir Aidara  x  Av Docteur Gabriel Carvalho,Ziguinchor,,,+221(33) 991-68-68  +221(33) 991-68-68,http://ucaoiscg.org/
19530,Central U.,Tunisia,"3, rue Hammadi Eljaziri",Tunis,,1002,+216(71) 796-679,http://www.universitecentrale.net/
19531,Lille 3 U.,France,"BP 60149Domaine universitaire du ""Pont de Bois""rue du Barreau -",Villeneuve d'Ascq,Cedex,59653,+33(3) 20-41-60-00,http://www.univ-lille3.fr
19532,Cheikh Ahmadou Bamba U.,Senegal,Darul Alim Al Khabir (Ndam),Touba,,,+221(77) 221-87-36  +221(77) 450-14-96  +221(33) 835-00-90,
19533,Cheikh Anta Diop U. Dakar,Senegal,BP 5005,Dakar-Fann,,,+221(33) 869-27-66  +221(33) 825-05-30,http://www.ucad.sn
19534,Chouaib Doukkali U.,Morocco,B.P.299 Avenue Jabran Khalil,El Jadida,,24000,+212(523) 34-44-47,http://www.ucd.ac.ma
19535,Cardinal Malula Christian U.,Congo (Democratic Republic),BP 10.883Saio no 2317/bis Q/IEMCommune de Kasa-Vubu,Kinshasa,,,+243(81) 9905-188,
19536,Christian U. Kinshasa,Congo (Democratic Republic),BP 4742Av. de l'Universite no 1 bisBinza/Ozone-Ngaliema,Kinshasa,,II,,
19537,Christian U. North,Haiti,BP 40,Cap-Haitien,Nord,,,http://www.ucnh.org
19538,Lyon 1 U.,France,"43, boulevard du 11 novembre 1918",Villeurbanne,Cedex,69622,+33(4) 72-44-80-00,http://www.univ-lyon1.fr
19539,Freres Mentouri U. Constantine,Algeria,BP 325Route de Ain-El-Bey,Constantine,,25017,+213(31) 81-12-71,http://www.umc.edu.dz
19540,Abdelhamid Mehri U. Constantine 2,Algeria,Nouvelle Ville Ali Mendjeli - BP : 67A,Constantine,,,+213(31) 77-50-21,http://www.univ-constantine2.dz
19541,U. Abobo Adjame,Cote d'Ivoire,02 BP 801,Abidjan,,02,+225(20) 30-42-00  +225(20) 37-74-48  +225(20) 37-81-21,http://www.uabobo.ci
19542,Abomey Calavi U.,Benin,01 BP 526Calavi,Cotonou,Littoral,,+229 36-00-74,http://www.uac.bj
19543,U. Algiers 3,Algeria,"2, Rue Ahmed Oukade, Dely-Ibrahim",Alger,,16320,,http://www.univ-alger3.dz
19544,Benyoucef Benkhedda U. Algiers 1,Algeria,"2, rue Didouche Mourad",Alger,,16000,+213(21) 63-77-65,http://www.univ-alger.dz
19545,U. Angers,France,"BP 7353240, rue de Rennes",Angers,Cedex 01,49035,+33(2) 41-96-23-23,http://www.univ-angers.fr
19546,U. Antananarivo Institute Energy Studies,Madagascar,BP 566Ambohitsaina,Antananarivo,,101,+261(20) 22-311-91,
19547,U. Antananarivo,Madagascar,BP 566Ambohitsaina,Antananarivo,,101,+261(20) 22-326-39  +261(20) 22-241-14,http://www.univ-antananarivo.mg
19548,U. Antananarivo Geophysical Institute Observatory Antananarivo,Madagascar,BP 3843 AmbohidemponaCampus Universitaire,Antananarivo,,101,+261(20) 22-253-53,
19549,U. Antananarivo Institute Civilizations Museum Art Archaeology,Madagascar,BP 56417 rue Docteur VilletteIsoraka,Antananarivo,,101,,
19550,U. Antananarivo Radio Isotopes Laboratory,Madagascar,BP 3383,Antananarivo,,101,+261(20) 24-161-03,http://www.laboradioisotopes.com
19551,U. Antsiranana Higher Polytechnic School,Madagascar,BP 0,Antsiranana,,201,"+261(20) 82-211-37, Ext. 49",
19552,U. Antsiranana Teacher Training College Technical Studies,Madagascar,BP 0,Antsiranana,,201,"+261(20) 82-211-37, Ext. 50",
19553,U. Antsiranana,Madagascar,BP 0,Antsiranana,,201,+261(20) 82-925-96,http://www.univ-antsiranana.org
19554,Artois U.,France,"BP 106659, rue du Temple",Arras,Cedex,62030,+33(3) 21-60-37-00,http://www.univ-artois.fr
19555,U. Auvergne,France,"BP 3249, boulevard Francois Mitterrand",Clermont-Ferrand,Cedex 01,63001,+33(4) 73-17-79-79,http://www.u-clermont1.fr
19556,U. Avignon Vaucluse,France,"74, rue Louis-Pasteur",Avignon,Cedex 01,84029,+33(4) 90-16-25-00,http://www.univ-avignon.fr
19557,U. El Oued,Algeria,BP 789,El Oued,,,+213(32) 22-30-09/07,http://www.univ-eloued.dz
19558,Chadli Bendjedid U. El Tarf,Algeria,BP 73Route de Matroha,El Tarf,,36000,+213(38) 60-15-33,http://univ-eltarf.dz
19559,State U. Haiti,Haiti,"BP 227921, Rue Riviere",Port-au-Prince,,HT 6115,+509 244-2942  +509 244-2943,http://www.ueh.edu.ht
19560,U. Evry Val d'Essonne,France,Boulevard Francois MitterrandBat. Ile-de-France,Evry,Cedex,91025,+33(1) 69-47-70-00,http://www.univ-evry.fr
19561,Ahmed Ben Bella U. Oran 1,Algeria,BP 1524El-M'Naouer,Oran,,31000,+213(41) 51-92-34,http://www.univ-oran.dz
19562,U. Orleans,France,BP 6749Chateau de la Source,Orleans,Cedex 02,45067,+33(2) 38-41-71-71,http://www.univ-orleans.fr
19563,Dakar Bourguiba U.,Senegal,"BP 1574412, Avenue Bourguiba",Dakar-Fann,,,+221(33) 825-3611,http://www.udb.sn
19564,U. Bangui,Central African Republic,BP 1450Avenue des Martyrs,Bangui,,,+236(61) 20-05,http://www.univ-bangui.org
19565,Tahri Mohammed Bechar U.,Algeria,BP 417 Rue de l'independance,Bechar,,08000,+213(49) 23-90-24,http://www.univ-bechar.dz
19566,U. Bouake,Cote d'Ivoire,27 BP 529,Abidjan,,27,+225(31) 63-32-42  +225(22) 42-58-74,http://www.ubouake.ci/
19567,U. Burgundy Dijon,France,BP 27877Maison de l'UniversiteEsplanade Erasme,Dijon,Cedex,21078,+33(3) 80-39-50-00,http://www.u-bourgogne.fr
19568,U. Western Brittany Brest,France,"CS 938373, rue des Archives",Brest,,29238 Cedex 3,+33(2) 98-01-60-00,http://www.univ-brest.fr
19569,U. Southern Brittany,France,BP 92116Rue Armand Guillemot,Lorient,Cedex,56321,+33(2) 97-87-66-66,http://www.univ-ubs.fr
19570,U. Caen Basse Normandie,France,Esplanade de la PaixB.P. 5186,Caen,Cedex,14032,+33(2) 31-56-55-00,http://www.unicaen.fr
19571,U. Carthage,Tunisia,Avenue de la RepubliqueBP 77-1054,Amilcar,,1054,+216(71) 749-100,http://www.ucar.rnu.tn
19572,Cergy Pontoise U.,France,"33, boulevard du Port",Cergy-Pontoise,Cedex,95011,+33(1) 34-25-60-00,http://www.u-cergy.fr
19574,U. Felix Houphouet Boigny,Cote d'Ivoire,01 BP V34,Abidjan,,01,+225(22) 44-08-95  +225(22) 44-90-00,http://www.univ-fhb.edu.ci
19575,U. Corsica Pascal Paoli,France,"BP 52Campus Caraman7, avenue Jean Nicoli",Corte,Cedex,20250,+33(4) 95-45-00-00,http://www.univ-corse.fr
19576,U. Djibouti,Djibouti,BP 1904,Djibouti,,,+253 25 04 59,http://www.univ.edu.dj
19577,U. Douala,Cameroon,BP 2701,Douala,Littoral,,+237 33 40 11 26,http://www.univ-douala.com
19578,U. Dschang,Cameroon,BP 96,Dschang,West,,+237 33 45 13 81,http://www.univ-dschang.org
19579,U. Fianarantsoa Higher Pedagogical School,Madagascar,BP 1264,Fianarantsoa,,301,+261(20) 75-508-12,
19580,U. Fianarantsoa Institute Environmental Techniques Sciences,Madagascar,BP 1264Ambalapaiso,Fianarantsoa,,301,+261(20) 75-905-38,
19581,U. Fianarantsoa,Madagascar,BP 1264Campus Universitaire d'Andrainjato,Fianarantsoa,,301,+261(20) 75-508-02,http://www.univ-fianar.mg
19582,U. Fianarantsoa National School Computer Science,Madagascar,BP 1487Tanambao,Fianarantsoa,,301,+261(20) 75-508-01,http://www.univ-fianar.mg
19583,U. Franche Comte,France,"1, rue Claude Goudimel",Besancon,,25030,+33(3) 81-66-66-66,http://www.univ-fcomte.fr
19584,U. Fribourg,Switzerland,Avenue de l'Europe 20,Fribourg,,1700,+41(26) 300-7111,http://www.unifr.ch
19585,U. Gabes,Tunisia,"Cite Riadh, Zerig",Gabes,,6072,+216(75) 394-800  +216(75) 392-040,
19586,U. Gafsa,Tunisia,Route de Kasserine-Cite Ennour,Gafsa,,2100,+216(76) 202-997,
19587,U. Geneva,Switzerland,"24, rue du General-Dufour",Geneve,4,1211,+41(22) 379-7111,http://www.unige.ch
19588,U. Ghardaia,Algeria,BP 455,Ghardaia,,47000,+213(29) 25-81-14,http://www.univ-ghardaia.dz
19589,U. Haute Alsace,France,"2, rue des Freres Lumiere",Mulhouse,Cedex,68093,+33(3) 89-33-60-00,http://www.uha.fr
19590,U. Jendouba,Tunisia,Avenue de l'environnement,Jendouba,,8100,+216(78) 611-300,http://www.uj.rnu.tn/
19591,U. Kairouan,Tunisia,Av. Med Ibn Sahnoun,Kairouan,,3131,+216(77) 228-400,
19592,U. Kara,Togo,Route de l'ENIBP 43,Kara,,404,+228 661-02-85  +228 660-12-74,http://www.unikara.org
19593,Djilali Bounaama U. Khemis Miliana,Algeria,Rue Thniet El Had,Khemis Miliana,,44225,+213(27) 55-68-44,http://www.univ-km.dz
19594,U. Kinshasa,Congo (Democratic Republic),B.P. 190,Kinshasa,,11,+243(12) 27793,http://www.unikin.cd/
19596,U. Kisangani,Congo (Democratic Republic),B.P. 2012,Kisangani,Province Orientale,,+243(21) 1335,http://www.unikis.ac.cd/index.php
19597,U. Koudougou,Burkina Faso,BP 376,Koudougou,,,+226 50-44-01-22,http://www.univ-koudougou.bf/
19598,U. Atlantic,Cote d'Ivoire,06 PO Box 6631Cocody Boulevard MitterandCite EECI,Abidjan,,06,+225(22) 48-72-55,http://www.uatlantique.info/
19599,U. Uele,Congo (Democratic Republic),Avenue de Langues 45B.P.  670,Isiro,Province Orientale,,+243 81 81 40 679,http://uniuele.net/
19600,U. Manouba,Tunisia,Campus universitaire de la Manouba,Manouba,,2010,+216(71) 602-472,
19602,U. New Caledonia,France - New Caledonia,BPR4,Noumea,CEDEX,98851,+687 29-02-90,http://www.univ-nc.nc
19603,U. French Polynesia,France - French Polynesia,BP 6570-98 702 FAA'A Tahiti,Papeete,Tahiti,98702,+689 40 803 894,http://www.upf.pf
19604,U. La Reunion,France - Reunion,"15, avenue Rene CassinBP 7151",Saint-Denis Messag,Cedex 9,97715,+262(93) 80-80,http://www.univ-reunion.fr
19605,U. La Rochelle,France,"Technoforum23, avenue Albert Einstein",La Rochelle,Cedex 9,17071,+33(5) 46-45-91-14,http://www.univ-larochelle.fr
19606,U. Lausanne,Switzerland,Unicentre,Lausanne,,1015,+41(21) 692-11-11,http://www.unil.ch
19607,U. Liege,Belgium - French Community,"Place du 20 Aout, 9",Liege,,4000,+32(4) 366-21-11,http://www.ulg.ac.be
19608,U. Limoges,France,"BP 2320433, rue Francois-Mitterrand",Limoges,Cedex 1,87032,+33(5) 55-14-91-00,http://www.unilim.fr
19609,U. Lome,Togo,BP 1515,Lome,,,+228 221-3037  +228 221-3500,http://www.univ-lome.tg/
19610,U. Lorraine,France,34 cours LeopoldCS 25233,Nancy,,54052,+33(3) 54-50-54-00,http://www.univ-lorraine.fr
19611,U. Lubumbashi,Congo (Democratic Republic),BP 1825,Lubumbashi,Shaba,,+243 9970 33047 +243 9930 08316,http://www.unilu.ac.cd
19612,Mohamed Boudiaf U. M'sila,Algeria,BP 166Ichbilia,M'sila,,28000,+231(35) 55-09-06,http://www.univ-msila.dz
19613,U. Mahajanga,Madagascar,"BP 652Immeuble Kakal, 5 rue Georges V",Mahajanga,,401,+261(20) 62-908-34,http://www.univ-mahajanga.mg
19614,U. Mahajanga Institute Tropical Dentistry,Madagascar,"BP 98,7 rue Marechal Joffre,",Mahajanga,,401,+261(20) 62-022-19,
19615,U. Maradi,Niger,,Maradi,,,,
19616,U. Maroua,Cameroon,,Diamare,Extreme-Nord,,237 7726 29 57,http://www.citi.cm/maroua
19617,Mustapha Stambouli U. Mascara,Algeria,BP 305Route de Mamounia,Mascara,,29000,+231(45) 70-70-04/05,http://www.univ-mascara.dz
19618,U. Mbandaka,Congo (Democratic Republic),B.P. 10Avenue Revolution - Quartier Mbandaka 2,Mbandaka,Equateur,,,
19619,U. Mbuji Mayi,Congo (Democratic Republic),"BP 22580, Avenue de l'UniversiteCampus de Tshikama, Dibindi",Mbuji-Mayi,Kasai Oriental,,+243(99) 713 112,http://um-rdc.org/
19620,U. Monastir,Tunisia,BP 56Avenue Ali Bourguiba - Skanes,Monastir,,5000,+216(73) 501-968,
19621,U. Moncton,Canada ,"Campus de Moncton18, avenue Antonine-Maillet",Moncton, New Brunswick ,E1A 3E9,+1(506) 858-4000,http://www.umoncton.ca
19622,U. Mons,Belgium - French Community,Place du Parc 20,Mons,,7000,+32(65) 37-30-14,http://www.umons.ac.be
19623,U. Montreal,Canada ,C.P. 6128succursale Centre-ville,Montreal, Quebec ,H3C 3J7,+1(514) 343-6111,http://www.umontreal.ca
19624,Moundou U.,Chad,BP 206,Moundou,Logone Occidental,,+235(251) 81-01,http://univ-moundou.org
19625,U. N'Djamena,Chad,BP 1117Avenue Mobutu,N'Djamena,,,+235 22-51-44-44,http://www.univ-ndjamena.org/
19626,U. Namur,Belgium - French Community,"Rue de Bruxelles, 61",Namur,,5000,+32(81) 72-41-11,http://www.unamur.be
19627,U. Nantes,France,"BP 135221, quai de Tourville",Nantes,Cedex 01,44035,+33(2) 40-99-83-83,http://www.univ-nantes.fr
